Waterbody Type,Segment ID,Waterbody Index Number (WIN),Name,Description,Basin,Segment Miles,6NYCRR Chapter X Part,Water Quality Class
Streams,0602-0117,SR- 44- 1 thru 13 (selected),Minor Tribs to Lower Chenango River,"total length of selected tribs, mouth to Chenango Forks",Susquehanna River,13.41,931,C
Streams,0602-0118,SR- 44- 5- 3,Glen Castle Creek and tribs,entire stream and tribs,Susquehanna River,6.69,931,C(T)
Streams,0602-0120,SR- 44- 6,Thomas Creek and minor tribs,entire stream and selected tribs,Susquehanna River,17.2,931,C
Streams,0602-0122,SR- 44-11,"Page Brook, Upper and tribs",stream and tribs above Quinnevile,Susquehanna River,28.64,931,C
Streams,0602-0123,SR- 44-14- 1 thru 26 (selected),Minor Tribs to Lower Tioughnioga River,"total length of selected tribs, fr mouth to Whitney Pt",Susquehanna River,49.03,931,C
Streams,0602-0124,SR- 44-14-10,Halfway/Ticknor Brook and tribs,entire stream and tribs,Susquehanna River,45.21,931,C
Streams,0602-0125,SR- 44-14-27-32,Gee Brook and tribs,entire stream and tribs,Susquehanna River,25.32,931,C
Streams,0602-0126,SR- 44-14-27-35,Mead Brook and tribs,entire stream and tribs,Susquehanna River,9.33,931,C(T)
Streams,0602-0128,SR- 44-14-27-37,Pond Creek and tribs,entire stream and tribs,Susquehanna River,12.55,931,C
Streams,0602-0129,SR- 44-14-27-53,Mann Brook and tribs,entire stream and tribs,Susquehanna River,15.31,931,C(T)
Streams,0602-0130,SR- 44-14-27-61,Otselic Creek and tribs,entire stream and tribs,Susquehanna River,10.44,931,C(T)
Streams,0602-0131,SR- 44-14-33,Jennings Creek/Big Brook and tribs,entire stream and tribs,Susquehanna River,31.4,931,C
Streams,0602-0132,SR- 44-14-59,"East Branch Tioughnioga, Upp, and tribs",stream and selected tribs from East Homer to Tripoli,Susquehanna River,99.49,931,C
Streams,0602-0133,SR- 44-14-59,Tioughnioga Creek and tribs,entire stream and tribs,Susquehanna River,89.74,931,C(T)
Streams,0602-0136,SR- 44-15 thru 41 (selected),Minor Tribs to Middle Chenango River,"total length of selected tribs, Chenango Fks to Oxford",Susquehanna River,78.59,931,C
Streams,0602-0137,SR- 44-23,"Geneganselet Creek, Middle, and tribs","stream and tribs, from Smithville Flats to McDonough",Susquehanna River,119.69,931,C(T)
Streams,0602-0138,SR- 44-23,"Geneganselet Creek, Upper, and tribs","stream and tribs, above McDonough",Susquehanna River,29.79,931,C(T)
Streams,0602-0140,SR- 44-30,Spring Brook and tribs,entire stream and tribs,Susquehanna River,33.96,931,C(TS)
Streams,0602-0141,SR- 44-31,Tillotson Creek and tribs,entire stream and tribs,Susquehanna River,19.61,941,C
Streams,0602-0142,SR- 44-32,Wheeler Brook and tribs,entire stream and tribs,Susquehanna River,27.42,941,C
Streams,0602-0143,SR- 44-38,Bear/Padget Brook and tribs,entire stream and tribs,Susquehanna River,53.25,941,C(T)
Streams,0602-0144,SR- 44-39,Bowman Creek and tribs,entire stream and tribs,Susquehanna River,52.72,941,C
Streams,0602-0146,SR- 44-41,Mill Brook and tribs,entire stream and tribs,Susquehanna River,20.95,941,C(T)
Streams,0602-0147,SR- 44-44,Fly Meadow Creek and tribs,entire stream and tribs,Susquehanna River,44.89,941,C(T)
Streams,0602-0148,SR- 44-45,Lyon Brook and tribs,entire stream and tribs,Susquehanna River,20.3,941,C(T)
Streams,0602-0149,SR- 44-54,"Canasawacta Creek, Upper and tribs",stream and tribs above South Plymouth,Susquehanna River,39.31,941,C(T)
Streams,0602-0150,SR- 44-54- 5,East Branch and tribs,entire stream and tribs,Susquehanna River,48.21,941,C(T)
Streams,0602-0151,SR- 44-42 thru 57 (selected),Minor Tribs to Middle Chenango River,"total length of selected tribs, from Oxford to Norwich",Susquehanna River,60.39,941,C
Streams,0602-0154,SR- 44-68- 5,Pleasant Brook and tribs,entire stream and tribs,Susquehanna River,28.42,941,C(TS)
Streams,0602-0155,SR- 44-71- 1,Cold Spring Brook and minor tribs,entire stream and selected tribs,Susquehanna River,9.26,941,C(T)
Streams,1104-0025,H-369,"Lower Sacandaga River, Main Stem",from mouth to Stewarts Bridge Reservoir,Upper Hudson River,11.52,941,C
Streams,1104-0030,H-429,Thirteenth Brook and tribs,entire stream and tribs,Upper Hudson River,38.42,941,C(T)
Streams,1104-0032,H-409,Mill Creek and tribs,entire stream and tribs,Upper Hudson River,85.92,941,C(T)
Streams,1104-0036,H-383,Stony Creek and tribs,entire stream and tribs,Upper Hudson River,89.85,941,C
Streams,1104-0038,H-369-P127-48,East Stony Creek and tribs,entire stream and tribs,Upper Hudson River,154.96,941,C
Streams,1104-0039,H-369-P127-26,"Kennyetto Creek, Upper and minor tribs",stream and selected tribs above Hagedorns Mills,Upper Hudson River,25.93,941,C
Streams,1104-0040,H-369-P127-26,"Kennyetto Creek, Lower, and minor tribs",stream and tribs from mouth to Hagedorns Mills,Upper Hudson River,24.41,941,C
Streams,1104-0175,H-369..P313-,Tribs to Lake Pleasant,entire length of all tribs to lake,Upper Hudson River,17.85,941,C(T)
Streams,1104-0057,H-369..29,East Branch Sacandaga River and tribs,entire stream and tribs,Upper Hudson River,214.5,941,C(T)
Streams,1104-0060,H-461-P597-,Minor Tribs to Indian Lake,total length of select tribs to Indian Lake,Upper Hudson River,172.01,941,C(T)
Streams,1104-0062,H-369.. (portion 1),"Sacandaga River, Upper, Main Stem",from Great Sacandaga Lake to West Branch,Upper Hudson River,18.54,941,B
Streams,1104-0063,H-369..20,"West Branch Sacandaga, Lower, and tribs",stream and tribs from mouth to Piseco Lake Outlet,Upper Hudson River,158.32,941,C(T)
Streams,1104-0064,H-469,"Cedar River, Lower, and tribs","stream and tribs, from mouth to Indian Lake",Upper Hudson River,113.74,941,C(T)
Streams,1104-0100,H-369-P126a- 2 thru 7,Tribs to Stewarts Bridge Reservoir,total length of tribs to reservoir,Upper Hudson River,14.35,941,C(T)
Streams,1104-0101,H-369-P127- 2,Daly Creek and tribs,entire stream and tribs,Upper Hudson River,36.33,941,C(T)
Streams,1104-0106,H-369-P127- 3 thru 19,Minor Tribs to Great Sacandaga Lake,"total length of tribs, eastern shore",Upper Hudson River,43.69,941,C
Streams,1104-0109,H-369-P127-21,"Hans Creek, Lower, and tribs",stream and tribs from mouth to Amsterdam water supply,Upper Hudson River,4.98,941,C(T)
Streams,1104-0110,H-369-P127-21,"Hans Creek, Upper, and tribs",stream and tribs above Amsterdam water supply,Upper Hudson River,35.68,941,AA
Streams,1104-0116,H-369-P127-22 thru 45 (selected),Minor Tribs to Great Sacandaga,"total length of selected tribs, southern/western shores",Upper Hudson River,47.1,941,C
Streams,1104-0117,H-369-P127-23,Frenchman Creek and tribs,entire stream and tribs,Upper Hudson River,22.77,941,C(T)
Streams,1104-0118,H-369-P127-26-8,Cadman Creek and tribs,entire stream and tribs,Upper Hudson River,24.34,941,C(T)
Streams,1104-0122,H-369-P127-32,Anthony Creek and tribs,entire stream and tribs,Upper Hudson River,13.79,941,C
Streams,1104-0123,H-369-P127-33,Mayfield Creek and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,21.78,941,C(T)
Streams,1104-0124,H-369-P127-33-1,Tribs to Mayfield Creek,"total length of selected tribs, Gloversville water supp",Upper Hudson River,5.27,941,A(T)
Streams,1104-0126,H-369-P127-33-3-1,Trib to Mayfield Creek,"total length of selected tribs, Gloversville aux supply",Upper Hudson River,3.45,941,A
Streams,1104-0130,H-369-P127-46,"West Stony Creek, Lower, and tribs",stream and tribs from mouth to Pinnacle,Upper Hudson River,44.96,941,C
Streams,1104-0131,H-369-P127-46,"West Stony Creek, Upper, and tribs","stream and tribs, above Pinnacle",Upper Hudson River,59.96,941,C
Streams,1104-0133,H-369-P127-46- 8,North Branch West Stony Creek and tribs,entire stream and tribs,Upper Hudson River,54.79,941,C
Streams,1104-0143,H-369-P127-50 thru 75,Minor Tribs to Great Sacandaga Lake,total length of selected/smallers tribs to lake,Upper Hudson River,57.44,941,C
Streams,1104-0145,H-369-P127-58,Beecher Creek and tribs,entire stream and tribs,Upper Hudson River,24,941,C(T)
Streams,1104-0147,H-369-P127-64,Sand Creek and tribs,entire stream and tribs,Upper Hudson River,26.71,941,C(T)
Streams,1104-0149,H-369-P127-69,Paul Creek and tribs,entire stream and tribs,Upper Hudson River,30.72,941,C(T)
Streams,1104-0152,H-369.. (portion 2),"Sacandaga River, Upper, Main Stem",West Branch to East Branch,Upper Hudson River,8.32,941,B
Streams,1104-0153,H-369.. (portion 3),"Sacandaga River, Upper, and minor tribs",stream and tribs from East Branch to Lake Pleasant,Upper Hudson River,91.39,941,C(T)
Streams,1104-0154,H-369.. 8 thru 19,Minor tribs to Upper Sacandaga River,total length of tribs btw Reservoir and West Branch,Upper Hudson River,48.48,941,C
Streams,1104-0156,H-369..20,"West Branch Sacandaga, Upper, and tribs",stream and tribs above Piseco Lake Outlet,Upper Hudson River,126.9,941,C(T)
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,24.67,941,C
Streams,1104-0164,H-369..21 thru 28,Minor Tribs to Upper Sacandaga River,total length of selected tribs above East Branch,Upper Hudson River,58.42,941,C(T)
Streams,1104-0170,H-369..40,Kunjamuk River and tribs,entire stream and tribs,Upper Hudson River,63.32,941,C(T)
Streams,1104-0177,H-370,Towns Brook and tribs,entire stream and tribs,Upper Hudson River,8.11,941,C
Streams,1104-0183,H-370-P325- 1,Stewart Brook and tribs,entire stream and tribs,Upper Hudson River,21.81,941,C(T)
Streams,1104-0186,H-371 thru 390 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, fr Sacandaga to Schroon R",Upper Hudson River,113.49,941,C
Streams,1104-0189,H-391 (portion 2),"Schroon River, Lower, and minor tribs","stream and tribs, from abv Warrensburg to Schroon Lake",Upper Hudson River,100.79,941,A
Streams,1104-0190,H-391 (portion 4),"Schroon River, Upper, and tribs","stream and minor tribs, from Schroon Lake to N.Hudson",Upper Hudson River,50.92,941,C
Streams,0603-0038,SR- 20,Little Nanticoke/Barnes Creeks and tribs,entire stream and minor tribs,Susquehanna River,42.86,931,C
Streams,1104-0191,H-391 (portion 5),"Schroon River, Upper, and tribs",stream and tribs above North Hudson,Upper Hudson River,135.48,941,C(T)
Streams,1104-0192,H-391- 3,"Big Brook, Upper, and tribs",stream and tribs above Warrensburg,Upper Hudson River,9.3,941,AA(T)
Streams,1104-0197,H-391-31,Brant Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,1.37,941,AA-S
Streams,1104-0198,H-391-31-P347-,Minor Tribs to Brant Lake,total length of selected tribs to lake,Upper Hudson River,37.65,941,AA-S
Streams,1104-0199,H-391-31-P347- 7,Spuytenduivel Brook and tribs,entire stream and tribs,Upper Hudson River,33.05,941,AA-S
Streams,1104-0201,H-391-33,Chester Creek and tribs,entire stream and selected/smaller tribs,Upper Hudson River,28.86,941,C(T)
Streams,1104-0202,H-391-33-5,Bolster Creek and tribs,entire stream and tribs,Upper Hudson River,7.65,941,AA(T)
Streams,1104-0210,H-391-P374- 1,"Trout Brook, Lower, and tribs",stream and tribs from mouth to Olmstedville,Upper Hudson River,32.16,941,C(T)
Streams,1104-0211,H-391-P374- 1,"Trout Brook, Upper, and tribs",stream and tribs above Olmstedville,Upper Hudson River,58.9,941,C(T)
Streams,1104-0214,H-391-P374- 1- 6,Minerva Stream and tribs,entire stream and tribs,Upper Hudson River,77.35,941,C(T)
Streams,1104-0223,H-391-P374-11,Mill Brook and tribs,entire stream and tribs,Upper Hudson River,33.83,941,C(T)
Streams,1104-0226,H-391..37,Alder Creek and tribs,entire stream and tribs,Upper Hudson River,19.98,941,C(T)
Streams,1104-0250,H-392,Patterson Creek and tribs,entire stream and tribs,Upper Hudson River,30.63,941,C(T)
Streams,1104-0251,H-392 thru 418 (selected),Minor Tribs to Upper Hudson River,"total length of select tribs, fr Schroon to North Creek",Upper Hudson River,87.64,941,C
Streams,1104-0254,H-403,Glen Creek and tribs,entire stream and tribs,Upper Hudson River,38.55,941,C(T)
Streams,1104-0256,H-419,"North Creek, Lower, and tribs",stream and tribs from mouth to Holcombville,Upper Hudson River,5.83,941,C(T)
Streams,1104-0257,H-419,"North Creek, Upper, and tribs",stream and tribs above Holcombville,Upper Hudson River,31.51,941,A(T)
Streams,1104-0261,H-438,Boreas River and tribs,entire stream and tribs,Upper Hudson River,151.31,941,C(T)
Streams,1104-0270,H-461-17,Big Brook and tribs,entire stream and tribs,Upper Hudson River,76.79,941,C(T)
Streams,1104-0273,H-461-P597-16,Jessup River and tribs,entire stream and tribs,Upper Hudson River,76.21,941,C(T)
Streams,1104-0278,H-469,"Cedar River, Upper, and tribs","stream and tribs, above Indian Lake",Upper Hudson River,169.71,941,AA(T)
Streams,1104-0309,H-534,Opalescent River and tribs,entire stream and tribs,Upper Hudson River,42.32,941,C(T)
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,2.72,941,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,7.24,941,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,5.6,941,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,0.02,941,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,4.5,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,5.67,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,2.36,890,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,8.65,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,5.47,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,2.81,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,11.49,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,7.14,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,9.57,925,C
Streams,1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,26.19,925,C
Streams,1101-0064,H-266 thru 300 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Stillwater to Schuylerv.",Upper Hudson River,14.97,925,C
Streams,1101-0064,H-266 thru 300 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Stillwater to Schuylerv.",Upper Hudson River,0.5,925,C
Streams,1701-0016,(MW7.8)  AO-GSB-210,"Santapogue Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,1.95,925,C(T)
Streams,1701-0019,(MW7.8)  AO-GSB-194,"Champlin Creek, Upper, and tribs",stream and tribs above P910 (freshwater),Atlantic Ocean/Long Island Soun,2.15,925,C(TS)
Streams,1701-0043,(MW1.2)  SI- 8 (portion 3),"Richmond Creek, Upper, and tribs",stream and tribs abv Richmond Hill culvert (freshwater),Atlantic Ocean/Long Island Soun,7.6,922,B
Streams,1701-0087,(MW7.8)  AO-GSB-216,"Amityville Creek, Upper, and tribs",stream and tribs above Merrick Road (freshwater),Atlantic Ocean/Long Island Soun,1.56,922,C(T)
Streams,1701-0088,(MW7.8)  AO-GSB-211,"Neguntatogue Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,0.25,922,C
Streams,1701-0089,(MW7.8)  AO-GSB-208,"Carlls River, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,4.76,922,C(T)
Streams,1701-0090,(MW7.8)  AO-GSB-207,"Sampawams Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,4.41,922,C(T)
Streams,1701-0091,(MW7.8)  AO-GSB-205,"Willets Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,1.86,920,C
Streams,1701-0092,(MW7.8)  AO-GSB-198,"Penataquit Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,1.97,922,C
Streams,1701-0093,(MW7.8)  AO-GSB-197,"Awixa Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,0.52,921,C
Streams,1701-0094,(MW7.8)  AO-GSB-196,"Orowoc Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,2.71,890,C(T)
Streams,1701-0095,(MW7.6)  AO-GSB-193,"Connetquot River, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,7.81,885,B(TS)
Streams,1701-0096,(MW7.5)  AO-GSB-190,"Green Creek, Upper, and tribs",stream and tribs above Montauk Highway (freshwater),Atlantic Ocean/Long Island Soun,1.01,890,C(T)
Streams,0602-0159,SR- 44-82,Eaton Brook and tribs,entire stream and tribs,Susquehanna River,22.94,931,C(T)
Streams,1701-0097,(MW7.5)  AO-GSB-189,"Brown Creek, Upper, and tribs",stream and tribs above Sayville Mill Pond (freshwater),Atlantic Ocean/Long Island Soun,1.15,890,C
Streams,1701-0098,(MW7.5)  AO-GSB-186,"Tuthills Creek, Upper, and tribs",stream and tribs above West Lake (freshwater),Atlantic Ocean/Long Island Soun,1.43,890,C(TS)
Streams,1701-0099,(MW7.5)  AO-GSB-185,"Patchogue River, Upper, and tribs",stream and tribs above LIRR (freshwater),Atlantic Ocean/Long Island Soun,1.94,890,C(TS)
Streams,1701-0100,(MW7.5)  AO-GSB-184,"Swan River, Upper, and tribs",stream and tribs above Swan Lake (freshwater),Atlantic Ocean/Long Island Soun,1.98,885,C(TS)
Streams,1701-0101,(MW7.5)  AO-GSB-183,"Mud Creek, Upper, and tribs",stream and tribs above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,1.57,885,C(TS)
Streams,1701-0102,(MW7.4)  AO-GSB-177,"Carmans River, Upper, and tribs",stream and tribs above LIRR (freshwater),Atlantic Ocean/Long Island Soun,7.03,885,C(TS)
Streams,1701-0103,(MW7.2a) AO-MB-170,"Terrell River, Upper, and tribs",stream above Mill Pond and tribs,Atlantic Ocean/Long Island Soun,0.42,885,C(TS)
Streams,1701-0104,(MW7.5)  AO-GSB-178,Beaverdam Creek and tribs,stream above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,1.45,885,C(TS)
Streams,1701-0108,(MW6.2)  GB..FB-112 (portion 4),"Peconic River, Upper, and tribs",stream and tribs above P565a (freshwater),Atlantic Ocean/Long Island Soun,9.56,885,C
Streams,1701-0149,(MW1.2)  SI- 4,"Lemon Creek, Upper, and tribs",stream and tribs above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,1.69,924,B
Streams,1701-0174,(MW8.1a) SOB-220,Massapequa Creek and tribs,stream above Massapequa Reservoir,Atlantic Ocean/Long Island Soun,3.56,922,C
Streams,1701-0186,(MW1.2)  SI- 8-1-1,"Springville Creek, Upper, and tribs",streams and tribs above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,1.95,924,B
Streams,1701-0188,(MW1.2)  SI- 1 thru 6 (selected),"Minor Staten Island Tribs, Upper",total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,3.35,921,C
Streams,1701-0190,(MW1.2)  SI- 7a thru 7e,"Minor Staten Island Tribs, Upper",total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,1.38,921,C
Streams,1701-0192,(MW1.2)  SI- 9 thru 16,"Minor Staten Island Tribs, Upper",total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,3.74,931,B
Streams,1701-0201,(MW8.1a) SOB-217 thru 223 (select),LI Tribs (fresh) to South Oyster Bay,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,5.69,931,C
Streams,1701-0204,(MW8.2a) EB-224 thru 227 (selected),LI Tribs (fresh) to East Bay,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,3.59,931,C
Streams,1701-0211,(MW8.3a) MDB-228,"East Meadow Brook, Upper, and tribs",stream and tribs above P989 (freshwater),Atlantic Ocean/Long Island Soun,0.98,931,C
Streams,1701-0212,"(MW8.3a) MDB-230,231","Milburn/Parsonage Creeks, Upp, and tribs",total length of (freshwater) portions of both streams,Atlantic Ocean/Long Island Soun,2.51,931,C
Streams,1701-0221,(MW8.4a) HB-233-P1005-,Tribs to Smith Pond,total length of selected (freshwater) tribs,Atlantic Ocean/Long Island Soun,3.31,931,C
Streams,1701-0225,(MW8.5a) JB-241,"Valley Stream, Upper, and tribs",stream and tribs above trib -3 (freshwater),Atlantic Ocean/Long Island Soun,3.03,931,C
Streams,1701-0233,(MW6.1b) GB-SIS- 79,"SI Sound Trib/Moores Drain, Upper, tribs",stream and tribs above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,2.56,931,C
Streams,1701-0239,(MW6.3e) GB-SIS-SHB-134,Little Northwest Creek and tribs,stream and tribs above tidal waters (freshwater),Atlantic Ocean/Long Island Soun,2.35,931,B
Streams,1701-0249,(MW6.1d) GB..GPB- 97 thru 104,"Tribs (fresh) to Gr Peconic Bay, Northsh",total length of selected (fresh) tribs to bay,Atlantic Ocean/Long Island Soun,2.08,931,C
Streams,1701-0257,(MW6.1e) GB..FB-111,"Sawmill Creek, Upper, and tribs",stream and tribs above LIRR (freshwater),Atlantic Ocean/Long Island Soun,0.83,931,C
Streams,1701-0260,(MW6.2)  GB..FB-112 (portion 2),"Peconic River, Middle, and tribs",stream and tribs from Peconic Ave to Peconic L (fresh),Atlantic Ocean/Long Island Soun,2.96,930,C
Streams,0602-0156,SR- 44-71- 1-5,South Lebanon Brook and tribs,entire stream and tribs,Susquehanna River,20.98,931,C
Streams,0602-0157,SR- 44-74,Stone Mill/Lebanon Brook and tribs,entire stream and tribs,Susquehanna River,23.15,931,C(T)
Streams,0602-0161,SR- 44-14-27-14 thru 31,Minor Tribs to Lower Otselic River,"total length of select tribs, Whitney Pt to Cincinnatus",Susquehanna River,59.72,931,C
Streams,0602-0162,SR- 44-14-27-33 thru 55,Minor Tribs to Upper Otselic River,"total length of select tribs, fr Cincinnatus to Otselic",Susquehanna River,71.37,931,C
Streams,0602-0164,SR- 44 (portion 3),"Chenango River, Middle, Main Stem",from near Oxford to Norwich,Susquehanna River,16.12,931,C
Streams,0602-0165,SR- 44 (portion 5),"Chenango River, Upper, and minor tribs","stream and select tribs, above Randallville",Susquehanna River,86.41,931,C(T)
Streams,0602-0166,SR- 44- 5,"Castle Creek, Upper, and tribs","stream and tribs, above Castle Creek",Susquehanna River,37.24,931,C(T)
Streams,0602-0167,SR- 44-14-27-44,Glen Brook and tribs,entire stream and tribs,Susquehanna River,10.76,931,C
Streams,0602-0168,SR- 44-14-27-47,Ashbell Brook and tribs,entire stream and tribs,Susquehanna River,14.03,931,C(T)
Streams,0602-0169,SR- 44-14-27-48,Upper Perkins Pond Outlet and tribs,entire stream and tribs,Susquehanna River,1.77,931,AA
Streams,0603-0002,SR (portion 4),"Susquehanna River, Lower, Main Stem",from Ross Corners to Binghamton,Susquehanna River,16.32,931,A
Streams,0603-0004,SR- 28,"Nanticoke Creek, Middle, and tribs","stream and tribs, from Union Center to Mainer",Susquehanna River,47.42,931,C
Streams,0603-0007,SR- 16- 4,"Catatonk Creek, Lower and tribs","stream and tribs, from mouth to Gridleyville",Susquehanna River,60.42,931,C
Streams,0603-0008,SR- 16- 4-,"Catatonk Creek, Upper and minor tribs","stream and select, tribs above Gridleyville",Susquehanna River,83.57,931,C
Streams,0603-0011,SR- 16- 7,"West Branch Owego Cr, Lower, and tribs","stream and tribs, from mouth to Jenksville",Susquehanna River,49.66,931,C
Streams,0603-0012,SR- 16- 8,"East Branch Owego Cr, Lower, and tribs","stream and tribs, from mouth to Newark Valley",Susquehanna River,79.12,931,C(T)
Streams,0603-0013,SR (portion 3),"Susquehanna River, Lower, Main Stem",from Owego to Ross Corners (Class B),Susquehanna River,11.76,931,B
Streams,0603-0014,SR- 24,Apalachin Creek and tribs,entire stream and tribs (within NYS),Susquehanna River,38.49,931,C
Streams,0603-0015,SR (portion 2),"Susquehanna River, Lower, Main Stem",from near Lounsberry to Owego (Class C),Susquehanna River,6.44,931,C
Streams,0603-0016,SR (portion 1),"Susquehanna River, Lower, Main Stem",from NY-Pa line to near Lounsberry (Class B),Susquehanna River,15.4,931,B
Streams,0603-0017,SR- 39,Little Choconut Creek and tribs,entire stream and tribs,Susquehanna River,43.28,931,C
Streams,0603-0019,SR- 29,Choconut Creek and tribs,entire stream and tribs (within NYS),Susquehanna River,46.94,931,C
Streams,0603-0022,SR (Pa)-1 (portion 1),"Cayuta Creek, Lower, and tribs","stream and tribs, from Waverly to Reniff",Susquehanna River,51.4,931,B
Streams,0603-0023,SR-  1,Ellis Creek and tribs,entire stream and tribs,Susquehanna River,29.41,931,C
Streams,0603-0024,SR-  4 thru  9 (selected),Minor Tribs to Lower Susquehanna (north),total length of select tribs fr Barton to Tioga Center,Susquehanna River,29.67,931,C
Streams,0603-0025,SR- 10,Sackett Creek and tribs,entire stream and tribs (within NYS),Susquehanna River,3.36,931,C
Streams,0603-0026,SR- 11,Wappasening Creek and tribs,entire stream and tribs (within NYS),Susquehanna River,18.58,931,C
Streams,0603-0027,SR- 12,"Pipe Creek, Lower, and tribs","stream and tribs, from mouth to Straits Corners",Susquehanna River,56.35,931,C
Streams,0603-0028,SR- 13,Hunts Creek and tribs,entire stream and tribs,Susquehanna River,27,931,C
Streams,0603-0029,SR- 15 thru 22 (selected),Minor Tribs to Lower Susquehanna (south),total length of select tribs fr Lounsberry to Apalachin,Susquehanna River,23.22,931,C
Streams,0603-0030,SR- 14,Thorn Hollow Creek and tribs,entire stream and tribs,Susquehanna River,14,931,C
Streams,0603-0031,SR- 16,Owego Creek and minor tribs,stream and select tribs fr mouth to East/West Branch,Susquehanna River,42.41,931,C(T)
Streams,0603-0032,SR- 16- 4-16,Willseyville Creek and minor tribs,entire stream and selected tribs,Susquehanna River,76.28,931,C
Streams,0603-0034,SR- 16- 8,"East Branch Owego Cr, Upper, and tribs","stream and tribs, above Newark Valley",Susquehanna River,141.44,931,C(T)
Streams,0603-0035,SR- 16- 7,"West Branch Owego Cr, Upper, and tribs","stream and tribs, above Jenksvile",Susquehanna River,114.3,931,C(T)
Streams,0603-0036,SR- 16- 4-24,Dean Creek and minor tribs,entire stream and tribs,Susquehanna River,58.44,931,C
Streams,0603-0039,SR- 26,Tracey Creek and tribs,entire stream and tribs,Susquehanna River,14.1,931,C
Streams,0603-0044,SR- 31 thru 37 (selected),Minor Tribs to Lower Susquehanna (north),total length of select tribs fr Endicott to Johnson Cty,Susquehanna River,22.52,931,C
Streams,0603-0045,SR- 28,"Nanticoke Creek, Lower, and tribs","stream and tribs, from mouth to Union Center",Susquehanna River,72.42,931,C
Streams,0603-0046,SR- 28,"Nanticoke Creek, Upper, and tribs","stream and tribs, above Maine",Susquehanna River,94.38,931,C(T)
Streams,0603-0047,SR-  2 thru  7 (selected),Minor Tribs to Lower Susquehanna (south),total length of select tribs from Waverly to Nichols,Susquehanna River,14.37,931,C
Streams,0603-0055,SR- 16- 4-P13-1,Michigan Creek and tribs,entire stream and tribs,Susquehanna River,23.25,941,C(T)
Streams,0603-0056,SR (Pa)-1-P1-,Tribs to Cayuta Lake,entire length of all tribs to lake,Susquehanna River,22.1,858,C
